"","GSM2109575","GSM2109576","GSM2109577","GSM2109578","GSM2109579","GSM2109580","GSM2109581","GSM2109582","GSM2109583","GSM2109584","GSM2109585","GSM2109586","GSM2109587","GSM2109588","GSM2109589","GSM2109590"
"BCAR3",34,40,75,16,82,49,136,60,36,19,79,18,87,27,47,33
"BCAR3-AS1",2,5,10,0,13,7,14,11,3,5,21,3,13,2,6,5
"LOC102723480",0,1,0,0,1,3,2,1,0,1,0,0,0,0,0,1
"MIG7",2,6,2,1,1,3,3,6,0,7,0,0,0,2,1,0
"MIR760",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"TRR-TCT1-1",1,8,0,1,2,2,1,1,5,3,1,2,0,4,11,12
"DNTTIP2",166,151,170,65,99,62,136,79,102,56,81,9,185,195,173,183
"GCLM",139,102,103,45,55,61,381,63,106,29,64,10,138,115,84,70
"ABCA4",27,28,24,1,5,52,184,4,26,6,30,0,7,0,2,5
"LOC105378858",0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0
"ARHGAP29",2375,2128,1743,298,117,302,4931,208,775,70,362,32,444,250,242,195
"ARHGAP29-AS1",1,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0
"LOC105378859",0,1,5,0,0,0,0,0,0,0,2,0,0,0,5,2
"ABCD3",523,315,341,153,198,102,382,122,309,267,162,32,402,1626,997,1202
"F3",160,140,125,11,61,38,187,21,77,7,104,0,195,7,27,14
"MIR12133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105378861",2,0,10,0,1,18,1,4,3,0,1,0,4,1,3,1
"SLC44A3-AS1",11,19,11,1,10,63,11,54,14,4,6,4,20,8,12,11
"LOC105378860",0,1,3,1,0,9,0,1,2,1,1,0,0,0,5,0
"MIR378G",0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1
"SLC44A3",47,44,91,9,23,154,33,89,16,17,16,6,20,27,30,20
"CNN3",439,329,888,90,345,418,666,256,142,88,386,16,383,315,214,199
"LOC105378862",2,6,5,0,1,2,4,0,2,1,2,1,6,1,1,1
"CNN3-DT",5,9,15,4,14,12,12,7,7,6,11,1,9,2,5,4
"ALG14",124,96,90,15,29,40,105,32,77,13,30,6,61,58,45,45
"LOC105378863",12,14,3,1,2,7,9,4,15,1,5,2,2,7,7,6
"ALG14-AS1",3,4,1,1,2,2,6,1,4,4,0,0,2,3,1,2
"TLCD4",107,78,107,12,42,26,132,15,49,1,21,3,87,9,7,14
"TLCD4-RWDD3",28,24,31,8,19,19,47,9,14,5,10,1,17,13,26,11
"RWDD3-DT",10,2,1,1,4,7,8,0,4,1,0,2,4,0,1,2
"RWDD3",57,31,41,17,26,32,64,14,43,18,21,5,49,84,75,55
"LINC01760",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LOC105378864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105379825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01650",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107985420",0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
"LINC01761",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"LINC02607",0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
"LOC101928219",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"LINC02790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105378866",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"PTBP2",267,281,244,149,150,99,289,129,288,210,155,34,301,1061,620,584
"DPYD",322,189,353,168,151,217,224,89,289,210,141,33,265,828,576,612
"DPYD-AS1",4,4,4,3,5,6,6,6,9,8,3,1,3,18,23,18
"LOC105378867",17,9,13,8,9,13,7,8,15,10,8,2,15,85,66,49
"DPYD-AS2",9,5,18,9,1,2,2,0,15,4,5,3,17,35,18,24
"LINC01930",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"MIR137HG",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MIR2682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01776",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SNX7",80,45,55,10,26,58,49,71,44,0,11,0,44,13,15,13
"PLPPR5",0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0
"PLPPR5-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"PLPPR4",4,0,1,6,5,3,16,4,0,0,11,1,21,1,6,2
"LOC107985093",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LINC01708",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"PALMD",43,20,17,4,29,163,28,82,19,11,137,11,127,23,28,22
"FRRS1",587,173,39,32,62,13,67,12,58,21,43,0,93,45,63,57
"AGL",222,163,147,84,250,141,162,181,209,112,224,27,459,392,248,300
"SLC35A3",622,328,270,177,280,142,439,175,484,283,235,34,543,1571,863,1002
"MFSD14A",465,273,221,78,166,108,600,161,163,80,206,13,263,456,356,337
"SASS6",147,58,64,44,53,30,119,51,69,66,53,15,91,249,154,178
"TRMT13",298,217,201,110,193,116,370,193,342,144,131,27,250,445,363,368
"LRRC39",33,24,25,16,12,13,39,19,53,16,18,4,28,47,46,53
"DBT",223,175,228,86,153,84,203,159,210,112,131,31,250,323,314,257
"RTCA-AS1",8,9,11,3,4,7,10,2,9,8,4,3,4,16,6,22
"RTCA",96,54,82,26,40,59,94,49,58,50,53,6,91,153,99,129
"MIR553",6,0,2,0,0,0,0,1,2,0,0,0,1,1,1,2
"CDC14A",180,94,221,96,134,114,164,46,148,132,98,16,102,231,178,203
"LOC105379827",12,21,28,13,9,11,14,3,15,8,8,1,9,22,30,16
"GPR88",76,86,305,2,4,1,43,1,9,0,0,1,4,0,2,2
"LINC01349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCAM1",272,176,663,224,200,56,87,79,66,102,354,26,488,183,184,181
"EXTL2",227,60,148,33,47,40,180,53,125,39,36,5,79,197,162,149
"SLC30A7",323,210,172,147,218,136,308,139,230,183,214,34,304,582,362,419
"DPH5",332,196,219,141,210,148,326,212,250,142,177,38,272,595,433,446
"DPH5-DT",24,17,17,10,14,20,31,34,23,30,13,3,25,59,33,64
"LOC107985094",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LOC101928334",7,7,3,0,1,0,18,6,1,0,0,0,10,5,5,2
"S1PR1-DT",0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0
"S1PR1",42,38,44,62,46,43,125,27,40,88,38,21,60,106,108,88
"LOC102723784",0,0,1,0,2,0,0,0,6,35,0,2,0,37,44,36
"LINC01307",0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4
"LINC01709",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OLFM3",0,0,9,0,0,0,36,10,0,0,0,0,8,0,2,1
"DNAJA1P5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC107985095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105378874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC112268286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107985096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL11A1",139,198,1774,7,176,73,0,49,31,1,11,4,449,0,0,1
"RNPC3-DT",2,0,0,0,1,2,0,1,0,0,0,0,3,1,0,0
"RNPC3",190,189,198,91,109,128,209,104,165,128,179,18,274,359,296,327
"AMY2B",85,100,167,44,42,77,113,56,71,62,89,5,132,163,113,136
"ACTG1P4",7,5,10,4,12,12,5,14,12,5,14,3,9,9,10,10
"AMY2A",12,10,29,3,8,13,16,10,8,7,10,1,18,18,19,14
"AMY1A",4,3,10,3,10,5,9,3,4,2,6,1,6,6,8,8
"AMY1B",11,10,27,4,17,15,23,9,9,4,20,1,12,21,19,24
"LOC105378878",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"AMY1C",5,3,11,3,10,5,9,3,4,2,6,1,6,6,9,10
"LOC100129138",0,1,2,0,1,4,1,0,0,2,1,0,0,1,4,6
"LOC105378879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105378880",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC105378881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LOC105378882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105378883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107985116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105378886",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"LOC105378885",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"LOC105378887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC105378888",0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0
"PRMT6",86,112,44,23,51,22,114,28,50,58,29,1,67,102,140,121
"NTNG1",0,1,13,7,4,12,0,1,0,5,5,6,4,12,23,17
"VAV3",58,54,88,127,65,671,183,681,163,104,405,24,335,459,388,548
"MIR7852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAV3-AS1",1,0,3,1,0,0,0,0,0,8,1,0,0,2,5,8
"LINC02785",0,0,0,0,2,2,5,1,1,1,5,0,6,5,1,8
"SLC25A24",160,108,119,90,172,92,275,46,148,77,110,15,277,244,231,115
"NBPF4",1,1,1,0,0,0,0,0,0,2,0,0,3,1,2,5
"NBPF6",0,0,0,0,0,0,0,0,0,1,0,0,4,3,5,5
"EEIG2",79,32,126,60,189,177,70,148,64,88,150,22,290,367,303,284
"HENMT1",26,17,64,24,40,59,29,31,42,23,22,7,92,170,147,117
"LOC105378890",2,0,7,1,2,5,1,2,4,8,2,0,4,11,10,10
"PRPF38B",296,263,349,151,249,245,255,267,285,474,230,103,388,954,786,812
"FNDC7",0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0
"STXBP3",218,171,255,68,101,93,196,200,97,85,136,24,241,362,260,284
"LOC105378891",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"AKNAD1",0,0,0,2,0,1,0,1,1,0,0,0,1,1,5,4
"SPATA42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107985159",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"GPSM2",181,198,209,83,144,75,223,131,157,77,124,17,206,321,260,230
"CLCC1",160,164,160,53,141,92,204,95,115,55,111,11,217,152,159,123
"WDR47",199,142,142,62,77,100,149,66,149,33,109,12,126,151,156,144
"TAF13",38,20,23,18,20,22,42,15,20,15,28,7,60,48,25,32
"TMEM167B-DT",1,0,0,0,2,0,0,3,1,0,0,0,0,0,2,1
"TMEM167B",353,164,172,78,128,97,204,118,138,86,111,8,177,256,192,204
"SCARNA2",8708,5048,1961,2335,6706,4025,4453,1417,3166,3092,4346,847,7558,3315,4034,4639
"CFAP276",10,1,3,4,5,5,7,1,3,4,10,0,7,6,13,17
"ELAPOR1",14,5,8,10,14,10,3,5,8,12,15,1,12,13,12,19
"SARS1",308,278,249,123,226,197,376,166,205,151,194,34,180,235,262,295
"CELSR2",98,80,33,5,303,191,44,164,65,38,290,12,302,35,93,68
"PSRC1",3,16,15,5,14,10,18,5,32,48,8,5,8,85,49,86
"MYBPHL",8,8,8,2,17,5,10,2,7,4,6,0,10,10,1,1
"SORT1",629,614,420,108,844,262,1394,226,499,96,526,14,743,192,161,199
"PSMA5",549,218,209,188,300,223,416,213,442,152,287,46,239,549,440,475
"SYPL2",4,0,3,3,1,2,7,0,1,0,0,0,3,0,1,0
"ATXN7L2",12,10,9,9,20,10,17,11,35,51,17,5,18,32,51,70
"CYB561D1",54,60,40,45,91,87,72,78,58,146,51,20,48,194,249,203
"AMIGO1",24,48,65,16,19,36,23,33,32,80,19,21,39,128,143,169
"LOC105378893",0,0,1,0,0,1,1,0,3,12,0,0,0,32,9,24
"GPR61",2,1,0,0,1,7,0,2,0,0,1,0,0,8,5,10
"GNAI3",500,225,235,165,245,186,411,266,478,257,251,42,358,788,587,658
"MIR197",0,1,5,0,2,1,1,2,2,1,1,2,1,3,2,5
"GNAT2",7,1,0,3,17,5,5,12,7,2,21,2,8,29,14,11
"AMPD2",16,18,44,18,68,55,23,31,40,78,69,10,63,83,106,107
"GSTM4",22,60,57,14,68,44,7,25,21,9,39,10,40,13,22,11
"GSTM2",108,242,110,18,148,55,28,39,66,20,99,8,70,24,66,71
"GSTM1",41,132,54,9,136,68,13,17,30,17,53,7,73,10,58,47
"GSTM5",1,3,1,5,4,5,1,5,1,2,2,5,7,3,15,10
"GSTM3",22,40,86,7,43,70,7,14,12,9,57,0,56,17,23,12
"EPS8L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01768",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CSF1",69,47,196,25,85,98,20,140,75,37,117,8,89,33,68,63
"AHCYL1",561,325,410,136,589,322,373,407,288,111,520,21,628,423,400,348
"STRIP1",130,123,145,47,157,125,154,136,162,140,142,41,111,195,253,278
"LOC105378895",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ALX3",13,17,5,6,17,10,13,9,14,21,9,4,9,10,13,27
"LINC01397",0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
"UBL4B",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SLC6A17",6,2,1,0,10,4,1,9,0,0,1,0,12,2,1,6
"SLC6A17-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"KCNC4-DT",5,9,8,1,12,4,1,7,5,0,2,2,9,0,6,3
"KCNC4",175,225,226,75,468,469,91,779,209,169,408,53,491,114,230,228
"RBM15-AS1",3,9,4,1,1,2,0,5,2,1,3,2,3,0,6,3
"RBM15",212,169,149,86,147,123,292,138,243,219,134,34,146,491,349,484
"SLC16A4",83,29,117,23,72,31,77,34,51,28,71,7,95,175,99,111
"LAMTOR5",173,112,82,36,99,30,131,56,58,32,100,9,151,178,156,93
"LAMTOR5-AS1",1,0,0,3,2,2,8,3,1,0,2,0,3,3,4,2
"PROK1",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105378899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105378898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYMP",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CYMP-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNA2",29,70,59,95,305,60,21,270,178,61,222,23,113,263,182,282
"LOC107985174",0,0,1,3,1,0,0,0,2,13,0,1,0,25,15,29
"KCNA3",68,23,101,249,64,88,40,27,345,586,151,106,73,3598,2689,2728
"LOC105378901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"CD53",93,70,176,238,120,140,83,89,191,299,238,35,73,676,681,691
"LRIF1",127,176,110,69,127,103,227,111,132,72,133,9,118,212,221,218
"DRAM2",122,116,98,96,87,86,144,105,111,52,88,14,112,209,189,248
"CEPT1",293,341,183,126,164,130,211,80,184,104,109,19,202,295,266,374
"DENND2D",377,322,134,236,320,283,286,217,245,388,265,90,209,422,501,754
"LOC107985180",0,2,0,0,3,0,0,2,5,2,3,0,2,2,0,5
"CHI3L2",16,11,21,20,5,504,2,21,20,82,8,23,5,406,617,484
"CHIAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHIA",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"LOC105378903",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PIFO",85,83,11,10,20,15,111,29,27,0,6,0,5,5,3,3
"LOC105378904",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"PGBP",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OVGP1",23,36,12,6,16,23,65,34,41,6,37,0,48,18,13,19
"WDR77",597,295,188,102,200,148,408,156,295,143,172,25,193,212,175,281
"ATP5PB",247,207,297,93,157,83,174,164,123,64,109,9,265,334,207,230
"C1orf162",103,117,99,35,28,36,85,79,89,40,62,7,80,129,134,119
"TMIGD3",3,4,13,0,3,12,5,3,4,1,1,0,8,3,11,3
"ADORA3",13,10,40,2,21,20,6,13,5,3,2,0,6,7,32,2
"RAP1A",206,195,240,123,98,101,182,71,120,189,160,31,215,641,430,457
"LINC01160",0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0
"LOC107985184",3,5,3,3,3,6,7,1,3,5,6,6,3,14,16,15
"INKA2",42,77,52,19,99,78,55,84,58,39,63,9,105,111,62,48
"INKA2-AS1",1,1,4,0,3,3,2,3,2,5,1,0,1,5,4,4
"LOC101928718",2,2,5,0,1,1,5,1,2,3,1,0,1,5,3,13
"DDX20",131,101,79,29,73,44,108,51,62,30,47,22,90,163,97,121
"KCND3",8,4,5,15,190,67,2,229,11,9,100,2,240,20,23,29
"KCND3-IT1",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
"KCND3-AS1",0,0,0,0,4,1,0,2,0,0,1,0,9,0,0,0
"LINC01750",0,0,0,0,1,2,1,9,0,0,3,0,12,0,0,0
"LOC105378906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02884",3,0,10,1,12,0,1,3,6,7,0,0,14,5,19,3
"CTTNBP2NL",392,372,161,123,167,81,333,85,108,31,126,14,188,57,76,68
"MIR4256",2,6,3,0,0,1,0,0,0,0,0,0,2,0,0,0
"WNT2B",284,603,102,101,52,60,234,50,100,11,41,6,72,70,63,47
"ST7L",244,393,173,92,78,88,236,83,102,42,79,8,136,143,118,117
"CAPZA1",1080,704,530,414,601,372,798,402,670,378,570,54,862,1375,1273,1195
"MOV10",576,531,358,129,450,534,609,373,393,210,548,38,376,247,390,303
"RHOC",604,375,258,97,243,323,492,280,246,36,176,4,210,64,90,84
"PPM1J",10,9,3,6,5,4,3,11,6,4,36,1,20,4,6,6
"PPM1J-DT",0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0
"TAFA3",0,0,0,0,1,1,0,0,0,0,20,0,5,0,0,2
"LINC01356",4,0,5,0,0,3,1,1,1,0,0,2,6,2,2,2
"LINC01357",3,0,4,0,0,0,0,0,1,0,0,0,3,1,1,3
"LOC105378911",13,0,7,0,6,2,1,7,4,0,1,0,7,2,4,4
"MIR11399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC16A1",285,63,79,35,59,91,89,112,94,97,39,12,188,280,207,231
"AKR7A2P1",4,2,2,4,3,7,3,7,5,4,1,0,11,6,11,7
"SLC16A1-AS1",2,12,1,5,14,15,11,15,8,5,10,0,13,9,5,15
"LOC107985189",3,12,4,5,9,15,5,25,9,4,3,2,18,17,9,29
"LRIG2-DT",4,5,12,9,6,14,8,13,17,5,3,0,22,21,14,26
"LRIG2",774,399,382,144,292,357,517,421,601,196,292,38,412,666,551,612
"LOC643441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAGI3",131,119,94,31,79,67,36,76,72,40,64,16,112,137,119,125
"PHTF1",43,24,53,24,35,27,59,16,28,14,53,6,40,52,30,31
"RSBN1",663,564,342,235,298,222,457,149,387,276,218,49,325,860,762,827
"AP4B1-AS1",21,18,19,21,27,20,21,17,32,31,31,5,25,102,96,105
"PTPN22",30,32,46,76,30,43,14,18,79,134,113,28,39,317,426,339
"BCL2L15",5,18,11,4,15,4,5,1,17,18,12,6,20,30,21,31
"AP4B1",75,49,77,44,76,66,75,38,89,86,55,24,82,231,194,242
"DCLRE1B",39,24,46,20,30,22,48,17,36,47,28,0,19,45,41,74
"HIPK1-AS1",1,3,3,2,6,5,2,0,2,2,2,0,4,12,6,3
"HIPK1",813,795,914,349,403,337,1077,430,925,830,419,122,552,3230,2230,2639
"OLFML3",8,3,11,5,40,27,32,14,1,4,25,1,47,11,11,18
"SYT6",3,0,11,0,3,1,1,3,0,0,2,0,3,2,1,0
"LOC107985443",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TRIM33",913,612,569,256,435,266,535,282,479,308,387,60,578,1306,916,1122
"LOC105378913",0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0
"BCAS2",202,72,95,33,102,54,105,95,59,34,70,11,108,100,125,128
"LOC105378914",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"DENND2C",38,3,33,4,33,63,7,61,12,4,73,2,104,9,22,11
"AMPD1",0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0
"NRAS",390,227,282,187,211,133,395,229,311,192,177,41,413,1067,789,795
"CSDE1",3775,2959,2948,962,1433,1097,2576,964,1618,629,1046,146,1661,2493,1987,2101
"SIKE1",460,207,273,115,162,182,419,310,315,123,159,22,309,492,411,443
"SYCP1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"LOC105378915",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"TSHB",1,0,4,0,0,0,1,0,0,0,0,0,2,7,0,0
"TSPAN2",70,153,15,9,1,16,9,8,9,9,1,1,66,55,39,33
"LINC01765",3,2,0,0,0,1,0,0,0,1,0,0,2,10,9,7
"NGF-AS1",0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1
"NGF",17,5,0,1,1,1,1,12,3,1,3,0,6,1,3,1
"LOC112268234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC112268287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANGL1",65,73,82,34,86,158,75,316,122,68,83,7,133,144,163,140
"CASQ2",1,0,0,3,16,1,0,3,0,5,4,0,4,2,0,1
"NHLH2",3,2,4,0,2,32,0,1,0,0,3,0,3,0,0,0
"LINC01649",0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0
"LOC101928977",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SLC22A15",63,165,87,12,22,92,2,151,35,4,51,3,55,20,26,18
"MAB21L3",1,0,0,0,3,7,0,2,2,0,2,0,8,0,5,0
"LOC105378918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01779",0,1,0,0,0,0,0,2,1,0,0,0,1,2,1,3
"LOC105378919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105378920",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ATP1A1",3353,3020,974,387,895,1368,3157,850,862,317,2256,78,1602,619,715,677
"ATP1A1-AS1",431,441,128,42,102,191,325,91,91,55,240,13,211,80,139,114
"LINC01762",0,0,0,0,0,1,0,0,0,2,3,0,0,1,3,3
"LOC112268235",5,10,14,7,19,28,10,14,13,9,42,0,27,33,40,25
"CD58",60,51,40,30,108,40,44,35,31,38,112,5,83,56,90,71
"LOC105378925",0,3,5,1,2,0,1,1,2,1,2,0,4,0,6,2
"MIR548AC",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"IGSF3",1428,1415,440,410,253,750,2009,909,888,170,377,43,391,391,256,366
"LOC105378924",49,91,23,15,15,36,98,59,70,4,33,1,43,5,8,27
"MIR320B1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC02868",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"LOC105378926",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD2",39,10,50,84,33,34,10,12,97,313,86,45,20,780,577,710
"LOC105378927",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PTGFRN",164,271,223,74,282,155,172,120,130,23,297,10,350,63,83,107
"CD101",74,103,74,36,97,48,65,51,54,36,120,8,131,52,60,73
"CD101-AS1",2,1,2,5,3,0,0,2,5,4,6,1,4,11,24,18
"TTF2",91,77,73,88,206,135,103,131,158,186,168,25,233,446,331,437
"MIR942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM45",20,52,40,6,37,32,75,44,31,9,35,1,42,19,33,23
"VTCN1",0,0,0,0,2,1,0,0,0,0,11,0,56,0,0,0
"LINC01525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAN1A2",865,590,591,238,297,192,736,402,373,198,209,47,459,707,496,518
"TENT5C-DT",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TENT5C",440,471,179,121,171,66,659,82,129,49,190,17,246,67,149,70
"LOC105378929",2,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0
"GDAP2",581,344,370,171,338,205,494,376,290,165,263,41,395,636,461,475
"WDR3",174,156,141,74,204,105,259,188,155,43,149,14,276,171,188,175
"SPAG17",9,9,12,2,17,6,5,45,6,3,12,1,31,5,4,11
"LOC105378930",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LOC107985447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBX15",2,2,5,1,1,2,15,3,7,0,5,1,11,4,8,6
"LOC105378933",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"LOC107985191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WARS2",102,88,44,38,71,45,90,92,53,21,52,9,58,63,70,62
"WARS2-IT1",4,4,4,0,2,0,2,4,3,0,1,0,3,3,3,4
"WARS2-AS1",39,82,47,19,55,45,85,66,73,44,27,5,51,91,85,87
"LOC107985192",0,4,3,0,3,2,4,3,6,0,2,0,3,5,5,5
"LINC01780",0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1
"HAO2",0,0,1,0,0,3,2,3,0,55,1,8,0,71,120,92
"HAO2-IT1",0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
"HSD3B2",0,0,0,0,0,1,0,0,0,1,0,1,0,4,3,4
"LOC105378935",0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"HSD3B1",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"HSD3BP4",3,12,21,1,10,15,20,12,6,4,18,0,39,3,10,4
"LINC00622",3,4,9,5,8,3,6,16,3,1,11,0,17,8,5,3
"ZNF697",87,63,84,25,96,31,54,46,62,9,71,1,157,35,36,15
"LOC105378937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHGDH",9,7,16,7,42,10,7,5,26,33,36,15,29,65,67,83
"LOC105378936",0,9,16,4,14,4,1,4,17,21,9,0,12,33,35,28
"HMGCS2",0,0,0,0,0,7,0,0,0,4,0,1,1,4,3,1
"REG4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"LOC105378938",13,7,4,3,3,4,19,8,12,2,10,0,11,4,5,9
"NBPF7P",7,7,5,3,4,3,30,5,16,2,3,0,4,6,5,6
"ADAM30",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOTCH2",2420,2074,2047,498,1332,1072,1674,1380,1413,382,810,118,1478,686,851,847
"LOC101929178",2,3,1,1,3,1,0,5,2,0,0,0,3,1,5,1
"LOC105378939",0,0,0,4,8,2,1,2,2,2,1,1,0,3,6,7
"LOC105378940",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SEC22B",305,292,332,113,199,119,242,137,231,111,148,30,267,492,392,390
